Seed,MAE,Param
364,-0.6329995010940368,"{'n_estimators': 94, 'max_depth': 8}"
365,-0.6673471331786788,"{'n_estimators': 22, 'max_depth': 24}"
366,-0.4445862647282405,"{'n_estimators': 99, 'max_depth': 10}"
367,-0.2502631225658728,"{'n_estimators': 94, 'max_depth': 14}"
368,-0.6946248219930307,"{'n_estimators': 23, 'max_depth': 12}"
369,-0.6649948507427056,"{'n_estimators': 83, 'max_depth': 21}"
370,-0.5151874014157456,"{'n_estimators': 97, 'max_depth': 19}"
371,-0.548154323827905,"{'n_estimators': 15, 'max_depth': 24}"
372,-0.6529166566710792,"{'n_estimators': 51, 'max_depth': 29}"
373,-0.31319375499598723,"{'n_estimators': 8, 'max_depth': 45}"
374,-0.2834426859492295,"{'n_estimators': 55, 'max_depth': 15}"
375,-0.5113556532071237,"{'n_estimators': 97, 'max_depth': 9}"
376,-0.6334831169878954,"{'n_estimators': 87, 'max_depth': 9}"
377,-0.3766113302017178,"{'n_estimators': 7, 'max_depth': 5}"
378,-0.3552873550906829,"{'n_estimators': 36, 'max_depth': 15}"
379,-0.6066354376602914,"{'n_estimators': 96, 'max_depth': 6}"
380,-0.5850580034848973,"{'n_estimators': 11, 'max_depth': 18}"
381,-0.5382616600678971,"{'n_estimators': 99, 'max_depth': 7}"
382,-0.4997337043562906,"{'n_estimators': 70, 'max_depth': 7}"
383,-0.5253034004345626,"{'n_estimators': 98, 'max_depth': 17}"
384,-0.5469561239098033,"{'n_estimators': 91, 'max_depth': 18}"
385,-0.3509665662504954,"{'n_estimators': 30, 'max_depth': 18}"
386,-0.3812234708390916,"{'n_estimators': 7, 'max_depth': 30}"
387,-0.7544055618341249,"{'n_estimators': 26, 'max_depth': 24}"
